project_id,project_title,description,mp_id,constituency_id,state_id,district_id,agency_id,category,sanctioned_amount,cost_estimate,released_amount,expenditure,project_status,sanction_date,start_date,expected_completion_date,actual_completion_date,progress_percentage,latitude,longitude,data_source
PRJ-2026-0109,Education Work 110,Construction and development of education facilities.,55,55,5,55,55,Education,51457565.32,51457565.32,51457565.32,51457565.32,completed,2024-04-24,2024-05-15,2025-04-24,2024-12-01,100.0,22.4459,84.2881,REAL_MPLADS
PRJ-2026-0110,Water & Sanitation Work 111,Construction and development of water & sanitation facilities.,55,55,5,55,55,Water & Sanitation,95542434.68,95542434.68,0.0,0.0,recommended,2024-04-23,,2025-04-23,,0.0,21.5139,72.2562,REAL_MPLADS
PRJ-2026-0111,Roads & Pathways Work 112,Construction and development of roads & pathways facilities.,56,56,3,56,56,Roads & Pathways,85514992.98,85514992.98,0.0,0.0,recommended,2024-03-26,,2025-03-26,,0.0,19.3135,87.9554,REAL_MPLADS
PRJ-2026-0112,Roads & Pathways Work 113,Construction and development of roads & pathways facilities.,56,56,3,56,56,Roads & Pathways,61485007.019999996,61485007.019999996,43039504.914,22307375.4,stalled,2024-03-07,2024-03-24,2025-03-07,,51.83,26.6869,78.1906,REAL_MPLADS
PRJ-2026-0113,Roads & Pathways Work 114,Construction and development of roads & pathways facilities.,57,57,4,57,57,Roads & Pathways,139441843.5,139441843.5,139441843.5,139441843.5,completed,2024-04-02,2024-04-25,2025-04-02,2024-11-11,100.0,27.9783,82.0131,REAL_MPLADS
PRJ-2026-0114,Infrastructure Work 115,Construction and development of infrastructure facilities.,57,57,4,57,57,Infrastructure,136252613.24,136252613.24,0.0,0.0,recommended,2024-02-10,,2025-02-09,,0.0,19.2941,86.974,REAL_MPLADS
PRJ-2026-0115,Healthcare Work 116,Construction and development of healthcare facilities.,58,58,5,58,58,Healthcare,75518658.83,75518658.83,52863061.180999994,50219908.12,ongoing,2024-01-17,2024-02-05,2025-01-16,,2.82,27.5859,72.2285,REAL_MPLADS
PRJ-2026-0116,Water & Sanitation Work 117,Construction and development of water & sanitation facilities.,58,58,5,58,58,Water & Sanitation,79817811.17,79817811.17,55872467.819,9621238.96,stalled,2024-04-24,2024-05-13,2025-04-24,,17.22,24.9018,77.073,REAL_MPLADS
PRJ-2026-0117,Infrastructure Work 118,Construction and development of infrastructure facilities.,59,59,14,59,59,Infrastructure,92616995.39,92616995.39,64831896.772999994,20294268.26,ongoing,2024-04-15,2024-04-25,2025-04-15,,28.63,24.3747,82.4967,REAL_MPLADS
PRJ-2026-0118,Healthcare Work 119,Construction and development of healthcare facilities.,59,59,14,59,59,Healthcare,54383004.61,54383004.61,0.0,0.0,sanctioned,2024-03-31,2024-04-11,2025-03-31,,0.0,24.1624,75.8294,REAL_MPLADS
PRJ-2026-0119,Infrastructure Work 120,Construction and development of infrastructure facilities.,60,60,5,60,60,Infrastructure,87093618.84,87093618.84,60965533.188,7527754.64,ongoing,2024-01-24,2024-02-13,2025-01-23,,13.64,18.2286,83.9265,REAL_MPLADS
PRJ-2026-0120,Education Work 121,Construction and development of education facilities.,60,60,5,60,60,Education,59906381.16,59906381.16,0.0,0.0,sanctioned,2024-02-05,2024-02-20,2025-02-04,,0.0,21.3439,79.8235,REAL_MPLADS
PRJ-2026-0121,Healthcare Work 122,Construction and development of healthcare facilities.,61,61,4,61,61,Healthcare,113800975.39,113800975.39,0.0,0.0,recommended,2024-03-21,,2025-03-21,,0.0,22.3612,81.1129,REAL_MPLADS
PRJ-2026-0122,Roads & Pathways Work 123,Construction and development of roads & pathways facilities.,61,61,4,61,61,Roads & Pathways,65857424.58999999,65857424.58999999,65857424.58999999,65857424.58999999,completed,2024-03-23,2024-04-11,2025-03-23,2024-10-28,100.0,26.7395,85.1209,REAL_MPLADS
PRJ-2026-0123,Infrastructure Work 124,Construction and development of infrastructure facilities.,62,62,11,62,62,Infrastructure,64317991.33,64317991.33,0.0,0.0,recommended,2024-03-03,,2025-03-03,,0.0,25.0732,75.2038,REAL_MPLADS
PRJ-2026-0124,Roads & Pathways Work 125,Construction and development of roads & pathways facilities.,62,62,11,62,62,Roads & Pathways,96173902.78000002,96173902.78000002,0.0,0.0,recommended,2024-03-07,,2025-03-07,,0.0,23.8498,86.981,REAL_MPLADS
PRJ-2026-0125,Infrastructure Work 126,Construction and development of infrastructure facilities.,63,63,5,63,63,Infrastructure,79504410.58,79504410.58,0.0,0.0,sanctioned,2024-04-24,2024-05-15,2025-04-24,,0.0,20.6704,87.573,REAL_MPLADS
PRJ-2026-0126,Infrastructure Work 127,Construction and development of infrastructure facilities.,63,63,5,63,63,Infrastructure,67495589.42,67495589.42,47246912.594,24086476.04,stalled,2024-04-20,2024-05-04,2025-04-20,,50.98,22.484,77.564,REAL_MPLADS
PRJ-2026-0127,Infrastructure Work 128,Construction and development of infrastructure facilities.,64,64,1,64,64,Infrastructure,99346695.69,99346695.69,99346695.69,99346695.69,completed,2024-01-15,2024-01-31,2025-01-14,2024-08-18,100.0,27.7292,84.6291,REAL_MPLADS
PRJ-2026-0128,Roads & Pathways Work 129,Construction and development of roads & pathways facilities.,64,64,1,64,64,Roads & Pathways,47653304.31,47653304.31,33357313.017,18786838.69,stalled,2024-02-19,2024-03-15,2025-02-18,,56.32,24.1346,85.8424,REAL_MPLADS
PRJ-2026-0129,Infrastructure Work 130,Construction and development of infrastructure facilities.,65,65,4,65,65,Infrastructure,54030408.43,54030408.43,0.0,0.0,ongoing,2024-02-23,2024-03-09,2025-02-22,,8.3,18.3062,78.1212,REAL_MPLADS
PRJ-2026-0130,Water & Sanitation Work 131,Construction and development of water & sanitation facilities.,65,65,4,65,65,Water & Sanitation,92969591.57,92969591.57,65078714.09899999,24335734.32,ongoing,2024-03-20,2024-04-19,2025-03-20,,38.13,18.5416,86.1941,REAL_MPLADS
PRJ-2026-0131,Water & Sanitation Work 132,Construction and development of water & sanitation facilities.,66,66,14,66,66,Water & Sanitation,58614544.2,58614544.2,0.0,0.0,sanctioned,2024-02-24,2024-03-17,2025-02-23,,0.0,21.2766,80.4916,REAL_MPLADS
PRJ-2026-0132,Healthcare Work 133,Construction and development of healthcare facilities.,66,66,14,66,66,Healthcare,88385455.8,88385455.8,0.0,0.0,ongoing,2024-02-12,2024-03-07,2025-02-11,,3.56,26.051,82.9263,REAL_MPLADS
PRJ-2026-0133,Healthcare Work 134,Construction and development of healthcare facilities.,67,67,1,67,67,Healthcare,115607845.01,115607845.01,115607845.01,115607845.01,completed,2024-04-19,2024-05-06,2025-04-19,2024-11-22,100.0,18.0535,81.8896,REAL_MPLADS
PRJ-2026-0134,Infrastructure Work 135,Construction and development of infrastructure facilities.,67,67,1,67,67,Infrastructure,50291262.17999999,50291262.17999999,35203883.52599999,17134986.45,ongoing,2024-02-21,2024-03-07,2025-02-20,,48.94,24.437,82.5049,REAL_MPLADS
PRJ-2026-0135,Infrastructure Work 136,Construction and development of infrastructure facilities.,68,68,14,68,68,Infrastructure,96674641.68,96674641.68,96674641.68,91840909.6,ongoing,2024-03-27,2024-04-22,2025-03-27,,9.98,26.7036,77.7062,REAL_MPLADS
PRJ-2026-0136,Water & Sanitation Work 137,Construction and development of water & sanitation facilities.,68,68,14,68,68,Water & Sanitation,50739320.43000001,50739320.43000001,0.0,0.0,sanctioned,2024-04-01,2024-04-29,2025-04-01,,0.0,17.1778,83.4462,REAL_MPLADS
PRJ-2026-0137,Healthcare Work 138,Construction and development of healthcare facilities.,69,69,11,69,69,Healthcare,99447178.26,99447178.26,0.0,0.0,recommended,2024-04-15,,2025-04-15,,0.0,19.135,72.0253,REAL_MPLADS
PRJ-2026-0138,Healthcare Work 139,Construction and development of healthcare facilities.,69,69,11,69,69,Healthcare,47552821.739999995,47552821.739999995,33286975.217999995,6743999.54,ongoing,2024-02-22,2024-03-20,2025-02-21,,20.03,20.1171,74.2312,REAL_MPLADS
PRJ-2026-0139,Roads & Pathways Work 140,Construction and development of roads & pathways facilities.,70,70,19,70,70,Roads & Pathways,81413007.52,81413007.52,56989105.26399999,44081072.92,stalled,2024-03-30,2024-04-28,2025-03-30,,77.35,22.2443,84.6754,REAL_MPLADS
PRJ-2026-0140,Education Work 141,Construction and development of education facilities.,70,70,19,70,70,Education,65586992.480000004,65586992.480000004,45910894.736,20857319.48,stalled,2024-02-13,2024-03-09,2025-02-12,,45.43,17.4474,85.2754,REAL_MPLADS
PRJ-2026-0141,Education Work 142,Construction and development of education facilities.,71,71,1,71,71,Education,65510669.21,65510669.21,45857468.447,17311167.83,ongoing,2024-01-28,2024-02-22,2025-01-27,,34.93,21.3864,80.7054,REAL_MPLADS
PRJ-2026-0142,Healthcare Work 143,Construction and development of healthcare facilities.,71,71,1,71,71,Healthcare,132783008.78999999,132783008.78999999,0.0,0.0,sanctioned,2024-03-23,2024-04-07,2025-03-23,,0.0,25.1487,72.6996,REAL_MPLADS
PRJ-2026-0143,Healthcare Work 144,Construction and development of healthcare facilities.,72,72,1,72,72,Healthcare,97894385.86,97894385.86,68526070.102,19036542.27,stalled,2024-02-28,2024-03-19,2025-02-27,,27.78,24.0733,81.3494,REAL_MPLADS
PRJ-2026-0144,Infrastructure Work 145,Construction and development of infrastructure facilities.,72,72,1,72,72,Infrastructure,49105614.14,49105614.14,49105614.14,46650333.43,ongoing,2024-03-07,2024-03-24,2025-03-07,,3.06,23.8478,78.6048,REAL_MPLADS
PRJ-2026-0145,Water & Sanitation Work 146,Construction and development of water & sanitation facilities.,73,73,20,73,73,Water & Sanitation,54143748.75,54143748.75,0.0,0.0,recommended,2024-03-16,,2025-03-16,,0.0,26.8508,76.2031,REAL_MPLADS
PRJ-2026-0146,Roads & Pathways Work 147,Construction and development of roads & pathways facilities.,73,73,20,73,73,Roads & Pathways,100163201.25,100163201.25,0.0,0.0,recommended,2024-04-21,,2025-04-21,,0.0,27.7653,85.6246,REAL_MPLADS
PRJ-2026-0147,Roads & Pathways Work 148,Construction and development of roads & pathways facilities.,74,74,4,74,74,Roads & Pathways,49352364.07,49352364.07,34546654.849,18518794.92,ongoing,2024-03-09,2024-04-06,2025-03-09,,51.83,22.7985,87.2906,REAL_MPLADS
PRJ-2026-0148,Healthcare Work 149,Construction and development of healthcare facilities.,74,74,4,74,74,Healthcare,97647635.93,97647635.93,0.0,0.0,sanctioned,2024-03-04,2024-03-27,2025-03-04,,0.0,27.7664,74.4112,REAL_MPLADS
PRJ-2026-0149,Roads & Pathways Work 150,Construction and development of roads & pathways facilities.,75,75,21,75,75,Roads & Pathways,67934339.18,67934339.18,0.0,0.0,recommended,2024-01-25,,2025-01-24,,0.0,21.8002,75.29,REAL_MPLADS
PRJ-2026-0150,Infrastructure Work 151,Construction and development of infrastructure facilities.,75,75,21,75,75,Infrastructure,79065660.82,79065660.82,55345962.57399999,25159983.16,ongoing,2024-03-20,2024-04-19,2025-03-20,,42.39,20.7877,74.4264,REAL_MPLADS
PRJ-2026-0151,Healthcare Work 152,Construction and development of healthcare facilities.,76,76,11,76,76,Healthcare,88651761.35,88651761.35,62056232.94499999,9286173.34,ongoing,2024-02-17,2024-02-29,2025-02-16,,15.69,23.1175,73.4701,REAL_MPLADS
PRJ-2026-0152,Infrastructure Work 153,Construction and development of infrastructure facilities.,76,76,11,76,76,Infrastructure,71346753.76000002,71346753.76000002,49942727.632000014,14515451.19,ongoing,2024-01-28,2024-02-08,2025-01-27,,29.83,26.7145,80.8858,REAL_MPLADS
PRJ-2026-0153,Healthcare Work 154,Construction and development of healthcare facilities.,77,77,12,77,77,Healthcare,56440894.26,56440894.26,39508625.98199999,15270452.78,ongoing,2024-04-21,2024-05-08,2025-04-21,,36.89,23.3857,74.2183,REAL_MPLADS
PRJ-2026-0154,Healthcare Work 155,Construction and development of healthcare facilities.,77,77,12,77,77,Healthcare,90559105.74000001,90559105.74000001,63391374.018,42104550.62,stalled,2024-02-13,2024-02-27,2025-02-12,,66.42,21.3249,83.9149,REAL_MPLADS
PRJ-2026-0155,Healthcare Work 156,Construction and development of healthcare facilities.,78,78,12,78,78,Healthcare,100147266.17,100147266.17,70103086.31899999,56713897.91,ongoing,2024-03-30,2024-04-09,2025-03-30,,83.32,20.5162,72.35,REAL_MPLADS
PRJ-2026-0156,Education Work 157,Construction and development of education facilities.,78,78,12,78,78,Education,46852733.83,46852733.83,0.0,0.0,recommended,2024-03-15,,2025-03-15,,0.0,25.8936,73.283,REAL_MPLADS
PRJ-2026-0157,Healthcare Work 158,Construction and development of healthcare facilities.,79,79,9,79,79,Healthcare,97789820.78,97789820.78,97789820.78,97789820.78,completed,2024-04-16,2024-05-11,2025-04-16,2024-11-27,100.0,19.1234,80.4271,REAL_MPLADS
PRJ-2026-0158,Water & Sanitation Work 159,Construction and development of water & sanitation facilities.,79,79,9,79,79,Water & Sanitation,53665455.25999999,53665455.25999999,0.0,0.0,recommended,2024-04-17,,2025-04-17,,0.0,25.9106,77.7961,REAL_MPLADS
PRJ-2026-0159,Education Work 160,Construction and development of education facilities.,80,80,22,80,80,Education,71140768.24,71140768.24,0.0,0.0,recommended,2024-04-17,,2025-04-17,,0.0,17.7241,79.9481,REAL_MPLADS
PRJ-2026-0160,Roads & Pathways Work 161,Construction and development of roads & pathways facilities.,80,80,22,80,80,Roads & Pathways,75859231.76,75859231.76,75859231.76,75859231.76,completed,2024-02-20,2024-03-08,2025-02-19,2024-09-24,100.0,20.0365,85.828,REAL_MPLADS
PRJ-2026-0161,Roads & Pathways Work 162,Construction and development of roads & pathways facilities.,81,81,22,81,81,Roads & Pathways,75489625.64,75489625.64,52842737.948,37599443.33,ongoing,2024-01-26,2024-02-22,2025-01-25,,75.61,24.015,74.5082,REAL_MPLADS
PRJ-2026-0162,Healthcare Work 163,Construction and development of healthcare facilities.,81,81,22,81,81,Healthcare,71510374.36,71510374.36,50057262.05199999,26250531.75,ongoing,2024-04-19,2024-05-08,2025-04-19,,52.77,18.1408,86.4083,REAL_MPLADS
PRJ-2026-0163,Healthcare Work 164,Construction and development of healthcare facilities.,82,82,9,82,82,Healthcare,103902023.36,103902023.36,0.0,0.0,sanctioned,2024-02-24,2024-03-14,2025-02-23,,0.0,24.5472,73.0055,REAL_MPLADS
PRJ-2026-0164,Healthcare Work 165,Construction and development of healthcare facilities.,82,82,9,82,82,Healthcare,50496365.64999999,50496365.64999999,0.0,0.0,recommended,2024-03-31,,2025-03-31,,0.0,25.7209,79.0325,REAL_MPLADS
PRJ-2026-0165,Healthcare Work 166,Construction and development of healthcare facilities.,83,83,1,83,83,Healthcare,53325637.29,53325637.29,53325637.29,53325637.29,completed,2024-01-23,2024-02-03,2025-01-22,2024-08-21,100.0,17.7318,85.3047,REAL_MPLADS
PRJ-2026-0166,Infrastructure Work 167,Construction and development of infrastructure facilities.,83,83,1,83,83,Infrastructure,93674362.71000001,93674362.71000001,0.0,0.0,recommended,2024-04-07,,2025-04-07,,0.0,27.6724,86.4511,REAL_MPLADS
PRJ-2026-0167,Infrastructure Work 168,Construction and development of infrastructure facilities.,84,84,1,84,84,Infrastructure,58751635.49,58751635.49,41126144.843,20563072.42,stalled,2024-01-23,2024-02-12,2025-01-22,,28.35,19.3206,82.2001,REAL_MPLADS
PRJ-2026-0168,Water & Sanitation Work 169,Construction and development of water & sanitation facilities.,84,84,1,84,84,Water & Sanitation,88248364.50999999,88248364.50999999,61773855.15699999,24480377.66,ongoing,2024-02-26,2024-03-10,2025-02-25,,41.26,21.468,79.8845,REAL_MPLADS
PRJ-2026-0169,Roads & Pathways Work 170,Construction and development of roads & pathways facilities.,85,85,23,85,85,Roads & Pathways,109787770.17,109787770.17,76851439.119,54695169.22,stalled,2024-01-23,2024-02-05,2025-01-22,,71.17,17.9855,75.9763,REAL_MPLADS
PRJ-2026-0170,Healthcare Work 171,Construction and development of healthcare facilities.,85,85,23,85,85,Healthcare,54884963.94000001,54884963.94000001,38419474.75800001,19209737.38,stalled,2024-04-13,2024-04-27,2025-04-13,,31.9,18.7216,76.7054,REAL_MPLADS
PRJ-2026-0171,Education Work 172,Construction and development of education facilities.,86,86,5,86,86,Education,54446779.42,54446779.42,38112745.594,15793921.77,stalled,2024-03-11,2024-04-04,2025-03-11,,41.44,24.9541,78.7514,REAL_MPLADS
PRJ-2026-0172,Water & Sanitation Work 173,Construction and development of water & sanitation facilities.,86,86,5,86,86,Water & Sanitation,92553220.58,92553220.58,92553220.58,92553220.58,completed,2024-03-17,2024-04-16,2025-03-17,2024-11-02,100.0,17.501,87.8622,REAL_MPLADS
PRJ-2026-0173,Education Work 174,Construction and development of education facilities.,87,87,1,87,87,Education,94419753.87,94419753.87,0.0,0.0,sanctioned,2024-02-14,2024-03-02,2025-02-13,,0.0,26.9203,74.9071,REAL_MPLADS
PRJ-2026-0174,Infrastructure Work 175,Construction and development of infrastructure facilities.,87,87,1,87,87,Infrastructure,52580246.129999995,52580246.129999995,36806172.29099999,18403086.15,stalled,2024-02-11,2024-02-24,2025-02-10,,25.67,21.9194,73.1475,REAL_MPLADS
PRJ-2026-0175,Infrastructure Work 176,Construction and development of infrastructure facilities.,88,88,11,88,88,Infrastructure,53477451.56,53477451.56,53477451.56,53477451.56,completed,2024-02-19,2024-03-17,2025-02-18,2024-10-03,100.0,27.4732,84.6812,REAL_MPLADS
PRJ-2026-0176,Infrastructure Work 177,Construction and development of infrastructure facilities.,88,88,11,88,88,Infrastructure,93522548.44,93522548.44,65465783.90799999,48405400.62,stalled,2024-03-29,2024-04-22,2025-03-29,,73.94,25.761,76.6757,REAL_MPLADS
PRJ-2026-0177,Water & Sanitation Work 178,Construction and development of water & sanitation facilities.,89,89,12,89,89,Water & Sanitation,67727127.8,67727127.8,47408989.45999999,25831193.83,ongoing,2024-03-04,2024-03-26,2025-03-04,,55.61,19.9704,73.2442,REAL_MPLADS
PRJ-2026-0178,Roads & Pathways Work 179,Construction and development of roads & pathways facilities.,89,89,12,89,89,Roads & Pathways,79272872.2,79272872.2,79272872.2,39636436.1,stalled,2024-04-07,2024-04-25,2025-04-07,,30.7,19.4111,78.5775,REAL_MPLADS
PRJ-2026-0179,Water & Sanitation Work 180,Construction and development of water & sanitation facilities.,90,90,14,90,90,Water & Sanitation,49963039.35,49963039.35,0.0,0.0,recommended,2024-01-15,,2025-01-14,,0.0,19.5602,78.4152,REAL_MPLADS
PRJ-2026-0180,Roads & Pathways Work 181,Construction and development of roads & pathways facilities.,90,90,14,90,90,Roads & Pathways,97036960.65,97036960.65,0.0,0.0,sanctioned,2024-02-07,2024-03-06,2025-02-06,,0.0,24.5176,77.1587,REAL_MPLADS
PRJ-2026-0181,Roads & Pathways Work 182,Construction and development of roads & pathways facilities.,91,91,17,91,91,Roads & Pathways,73373736.24,73373736.24,0.0,0.0,ongoing,2024-04-18,2024-05-12,2025-04-18,,4.8,18.7627,81.1474,REAL_MPLADS
PRJ-2026-0182,Water & Sanitation Work 183,Construction and development of water & sanitation facilities.,91,91,17,91,91,Water & Sanitation,73626263.76,73626263.76,51538384.632,6187623.63,ongoing,2024-03-14,2024-04-12,2025-03-14,,11.38,19.8901,82.5886,REAL_MPLADS
PRJ-2026-0183,Education Work 184,Construction and development of education facilities.,92,92,10,92,92,Education,95817842.05,95817842.05,67072489.434999995,19947358.36,stalled,2024-03-05,2024-04-02,2025-03-05,,29.74,26.3259,76.6889,REAL_MPLADS
