Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,released_amount_imputed
163,BI09646,Gaya Constituency,Gaya,Bihar,1000000,500000.0,348931.24,sanctioned,730,2024-04-11,2026-04-11,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,False
164,WE10036,Kolkata Constituency,Kolkata,West Bengal,500000,250000.0,182500.0,stalled,730,2024-03-13,2026-03-13,,Jal Nigam,community hall,44.9,synthetic,sample_projects_synthetic.csv,False
167,MA10217,Pune Constituency,Pune,Maharashtra,750000,750000.0,517500.0,stalled,270,2024-05-04,2025-01-29,,Jal Nigam,irrigation,75.8,synthetic,sample_projects_synthetic.csv,False
168,KA09058,Belagavi Constituency,Belagavi,Karnataka,200000,100000.0,72412.99,stalled,545,2024-10-12,2026-04-10,,PWD,sanitation,52.1,synthetic,sample_projects_synthetic.csv,False
170,AN09113,Guntur Constituency,Guntur,Andhra Pradesh,2000000,0.0,0.0,recommended,270,2023-09-17,2024-06-13,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
171,KA09787,Mysuru Constituency,Mysuru,Karnataka,750000,750000.0,339939.49,sanctioned,730,2023-06-21,2025-06-20,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
172,BI10468,Gaya Constituency,Gaya,Bihar,300000,300000.0,251298.63,sanctioned,180,2023-03-31,2023-09-27,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,False
173,BI09106,Gaya Constituency,Gaya,Bihar,1000000,1000000.0,875596.44,sanctioned,90,2024-11-05,2025-02-03,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
176,MA10136,Nagpur Constituency,Nagpur,Maharashtra,200000,200000.0,114987.99,stalled,365,2024-07-29,2025-07-29,,Rural Dev Dept,community hall,67.1,synthetic,sample_projects_synthetic.csv,False
177,KE09425,Kozhikode Constituency,Kozhikode,Kerala,1500000,750000.0,555000.0,ongoing,270,2023-06-02,2024-02-27,,Rural Dev Dept,drinking water,42.9,synthetic,sample_projects_synthetic.csv,False
178,AN09634,Krishna Constituency,Krishna,Andhra Pradesh,750000,0.0,0.0,recommended,365,2024-11-26,2025-11-26,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,False
179,UT10092,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,500000.0,343470.79,ongoing,545,2023-10-24,2025-04-21,,PWD,school,75.7,synthetic,sample_projects_synthetic.csv,False
181,BI10589,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,0.0,recommended,545,2024-01-18,2025-07-16,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
182,AN10121,Guntur Constituency,Guntur,Andhra Pradesh,500000,250000.0,159529.07,stalled,180,2024-07-19,2025-01-15,,Zilla Parishad,drinking water,93.0,synthetic,sample_projects_synthetic.csv,False
183,RA10402,Jodhpur Constituency,Jodhpur,Rajasthan,750000,750000.0,635228.0,stalled,180,2023-03-04,2023-08-31,,Rural Dev Dept,road,88.6,synthetic,sample_projects_synthetic.csv,False
184,RA09183,Jodhpur Constituency,Jodhpur,Rajasthan,2000000,2000000.0,1451143.35,completed,365,2023-11-11,2024-11-10,2025-02-17,Zilla Parishad,road,100.0,synthetic,sample_projects_synthetic.csv,False
186,KE09982,Kozhikode Constituency,Kozhikode,Kerala,2000000,2000000.0,1872391.28,completed,730,2023-03-04,2025-03-03,2025-07-19,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
188,MA09602,Nagpur Constituency,Nagpur,Maharashtra,2000000,2000000.0,820000.0,stalled,90,2024-09-29,2024-12-28,,Jal Nigam,electricity,68.9,synthetic,sample_projects_synthetic.csv,False
189,BI09128,Gaya Constituency,Gaya,Bihar,1500000,1500000.0,1041832.64,stalled,180,2024-09-22,2025-03-21,,Zilla Parishad,school,24.5,synthetic,sample_projects_synthetic.csv,False
190,BI10773,Patna Constituency,Patna,Bihar,750000,0.0,0.0,recommended,545,2024-01-19,2025-07-17,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
192,TA09764,Chennai Constituency,Chennai,Tamil Nadu,500000,250000.0,213417.13,ongoing,270,2024-05-22,2025-02-16,,Jal Nigam,sanitation,26.8,synthetic,sample_projects_synthetic.csv,False
193,AN09388,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,300000.0,173311.71,sanctioned,180,2024-06-04,2024-12-01,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
194,BI09443,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,0.0,0.0,recommended,180,2024-09-23,2025-03-22,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
195,KE10205,Kozhikode Constituency,Kozhikode,Kerala,500000,500000.0,473147.21,stalled,270,2024-03-06,2024-12-01,,PWD,school,67.6,synthetic,sample_projects_synthetic.csv,False
196,TA09718,Chennai Constituency,Chennai,Tamil Nadu,500000,0.0,0.0,recommended,270,2023-12-11,2024-09-06,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
197,MA09934,Nagpur Constituency,Nagpur,Maharashtra,500000,500000.0,420000.0,sanctioned,365,2023-01-29,2024-01-29,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,False
198,AN10473,Guntur Constituency,Guntur,Andhra Pradesh,1000000,500000.0,244615.29,sanctioned,365,2023-07-04,2024-07-03,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
199,BI09616,Patna Constituency,Patna,Bihar,2000000,1000000.0,749938.02,sanctioned,545,2023-02-11,2024-08-09,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
200,TA09101,Chennai Constituency,Chennai,Tamil Nadu,300000,150000.0,91632.92,completed,365,2024-05-19,2025-05-19,2025-05-14,PWD,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
201,AN09540,Krishna Constituency,Krishna,Andhra Pradesh,200000,200000.0,157870.59,sanctioned,270,2024-01-29,2024-10-25,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,False
202,KA09837,Mysuru Constituency,Mysuru,Karnataka,1000000,500000.0,246939.9,sanctioned,730,2023-11-19,2025-11-18,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
203,BI10483,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,1500000.0,1153814.23,completed,545,2024-11-26,2026-05-25,2026-08-23,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
205,UT09256,Lucknow Constituency,Lucknow,Uttar Pradesh,1000000,1000000.0,953121.77,sanctioned,270,2023-02-06,2023-11-03,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,False
207,MA09014,Nagpur Constituency,Nagpur,Maharashtra,300000,300000.0,215941.96,sanctioned,180,2024-02-04,2024-08-02,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
208,KE09387,Kozhikode Constituency,Kozhikode,Kerala,500000,500000.0,414326.24,stalled,365,2023-09-25,2024-09-24,,PWD,irrigation,28.8,synthetic,sample_projects_synthetic.csv,False
210,MA09772,Nagpur Constituency,Nagpur,Maharashtra,200000,200000.0,88497.82,ongoing,180,2023-01-20,2023-07-19,,Zilla Parishad,irrigation,88.5,synthetic,sample_projects_synthetic.csv,False
211,UT09966,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1500000,1500000.0,638203.27,ongoing,270,2024-05-31,2025-02-25,,Jal Nigam,community hall,20.7,synthetic,sample_projects_synthetic.csv,False
212,TA09496,Chennai Constituency,Chennai,Tamil Nadu,750000,0.0,0.0,recommended,365,2024-03-11,2025-03-11,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
213,UT09254,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,525000.0,425250.0,sanctioned,365,2023-05-07,2024-05-06,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,True
214,WE10692,Howrah Constituency,Howrah,West Bengal,1000000,0.0,0.0,recommended,90,2024-11-02,2025-01-31,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,False
215,TA09005,Madurai Constituency,Madurai,Tamil Nadu,1000000,1000000.0,477399.31,completed,545,2023-01-26,2024-07-24,2024-11-18,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
216,KE09357,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1521506.93,sanctioned,90,2023-03-07,2023-06-05,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
217,KA09875,Belagavi Constituency,Belagavi,Karnataka,300000,300000.0,185881.46,stalled,545,2024-03-18,2025-09-14,,Zilla Parishad,drinking water,35.2,synthetic,sample_projects_synthetic.csv,False
218,KE10248,Ernakulam Constituency,Ernakulam,Kerala,750000,525000.0,294000.0,sanctioned,545,2023-06-23,2024-12-19,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,True
219,KA09884,Mysuru Constituency,Mysuru,Karnataka,200000,200000.0,151328.67,stalled,545,2024-06-22,2025-12-19,,PWD,road,75.9,synthetic,sample_projects_synthetic.csv,False
220,TA10077,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,1500000.0,525000.0,sanctioned,270,2023-03-31,2023-12-26,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
222,BI10152,Patna Constituency,Patna,Bihar,1500000,1500000.0,1292448.66,sanctioned,90,2024-09-11,2024-12-10,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
223,WE09738,Howrah Constituency,Howrah,West Bengal,200000,200000.0,133129.42,stalled,90,2023-11-09,2024-02-07,,PWD,road,52.6,synthetic,sample_projects_synthetic.csv,False
224,KE10560,Kozhikode Constituency,Kozhikode,Kerala,750000,0.0,0.0,recommended,270,2024-02-19,2024-11-15,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
225,AN10351,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,0.0,0.0,recommended,270,2023-04-19,2024-01-14,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
227,UT10016,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,0.0,0.0,recommended,180,2023-10-22,2024-04-19,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
228,KA09569,Mysuru Constituency,Mysuru,Karnataka,300000,300000.0,150938.59,completed,365,2023-04-16,2024-04-15,2024-08-03,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
229,AN09078,Guntur Constituency,Guntur,Andhra Pradesh,2000000,2000000.0,1738799.44,ongoing,730,2023-12-26,2025-12-25,,PWD,road,10.9,synthetic,sample_projects_synthetic.csv,False
231,KA09918,Mysuru Constituency,Mysuru,Karnataka,1500000,1500000.0,855000.0,stalled,90,2023-06-13,2023-09-11,,PWD,drinking water,79.7,synthetic,sample_projects_synthetic.csv,False
232,UT09521,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,222000.0,stalled,730,2023-02-25,2025-02-24,,PWD,road,79.1,synthetic,sample_projects_synthetic.csv,False
233,AN10498,Guntur Constituency,Guntur,Andhra Pradesh,750000,375000.0,135000.0,stalled,90,2023-01-06,2023-04-06,,Rural Dev Dept,school,90.5,synthetic,sample_projects_synthetic.csv,False
234,KE10050,Ernakulam Constituency,Ernakulam,Kerala,1000000,1000000.0,537345.32,ongoing,365,2023-01-17,2024-01-17,,Rural Dev Dept,community hall,81.9,synthetic,sample_projects_synthetic.csv,False
236,WE09347,Kolkata Constituency,Kolkata,West Bengal,2000000,1000000.0,699168.62,ongoing,180,2023-05-01,2023-10-28,,Rural Dev Dept,school,90.4,synthetic,sample_projects_synthetic.csv,False
237,UT09582,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,500000,0.0,0.0,recommended,180,2023-06-03,2023-11-30,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
238,RA09173,Jaipur Constituency,Jaipur,Rajasthan,750000,750000.0,705474.22,sanctioned,365,2024-11-03,2025-11-03,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
240,RA09663,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,750000.0,505092.94,completed,365,2024-10-07,2025-10-07,2025-11-21,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
241,AN10154,Krishna Constituency,Krishna,Andhra Pradesh,300000,300000.0,147496.62,completed,180,2024-01-02,2024-06-30,2024-07-13,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv,False
242,TA10250,Chennai Constituency,Chennai,Tamil Nadu,750000,375000.0,339232.61,ongoing,90,2024-02-13,2024-05-13,,Rural Dev Dept,community hall,35.0,synthetic,sample_projects_synthetic.csv,False
243,UT09519,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1500000,1500000.0,615000.0,completed,270,2023-08-15,2024-05-11,2024-08-02,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
244,AN10425,Krishna Constituency,Krishna,Andhra Pradesh,750000,375000.0,304666.05,sanctioned,90,2023-05-24,2023-08-22,,PWD,road,,synthetic,sample_projects_synthetic.csv,False
245,UT10586,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,0.0,0.0,recommended,545,2024-04-17,2025-10-14,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
246,WE10257,Howrah Constituency,Howrah,West Bengal,500000,250000.0,92500.0,ongoing,545,2024-03-12,2025-09-08,,Rural Dev Dept,electricity,34.3,synthetic,sample_projects_synthetic.csv,False
248,UT09167,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,300000.0,246518.44,sanctioned,270,2024-08-13,2025-05-10,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
251,TA09505,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,1005000.0,ongoing,730,2023-03-18,2025-03-17,,Zilla Parishad,electricity,64.6,synthetic,sample_projects_synthetic.csv,False
252,KE09898,Ernakulam Constituency,Ernakulam,Kerala,500000,0.0,0.0,recommended,545,2024-02-25,2025-08-23,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
253,BI10166,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,750000.0,467140.85,sanctioned,545,2023-02-20,2024-08-18,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
254,BI10178,Gaya Constituency,Gaya,Bihar,750000,750000.0,403501.89,stalled,90,2024-04-06,2024-07-05,,PWD,electricity,90.0,synthetic,sample_projects_synthetic.csv,False
255,MA09694,Nagpur Constituency,Nagpur,Maharashtra,1500000,1500000.0,1479868.76,ongoing,730,2023-01-07,2025-01-06,,Zilla Parishad,electricity,74.5,synthetic,sample_projects_synthetic.csv,False
256,UT09462,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,0.0,0.0,recommended,365,2023-04-15,2024-04-14,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
259,MA09732,Pune Constituency,Pune,Maharashtra,750000,0.0,0.0,recommended,365,2024-03-16,2025-03-16,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
261,KE09076,Kozhikode Constituency,Kozhikode,Kerala,2000000,1400000.0,1170756.8,stalled,180,2024-01-02,2024-06-30,,Rural Dev Dept,irrigation,32.6,synthetic,sample_projects_synthetic.csv,True
262,UT10013,Varanasi Constituency,Varanasi,Uttar Pradesh,2000000,0.0,0.0,recommended,365,2023-08-03,2024-08-02,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
263,KA10480,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,2000000,2000000.0,1368491.09,ongoing,365,2024-02-16,2025-02-15,,Jal Nigam,electricity,56.3,synthetic,sample_projects_synthetic.csv,False
264,MA10226,Pune Constituency,Pune,Maharashtra,2000000,1000000.0,478191.92,sanctioned,730,2024-11-07,2026-11-07,,PWD,community hall,,synthetic,sample_projects_synthetic.csv,False
265,KE09306,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1694087.76,sanctioned,90,2023-02-05,2023-05-06,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
266,KE10453,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,819809.35,completed,365,2023-11-06,2024-11-05,2024-12-22,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
267,BI09846,Patna Constituency,Patna,Bihar,200000,200000.0,85042.72,stalled,180,2023-03-08,2023-09-04,,Rural Dev Dept,sanitation,11.2,synthetic,sample_projects_synthetic.csv,False
268,UT10610,Lucknow Constituency,Lucknow,Uttar Pradesh,1000000,0.0,0.0,recommended,90,2023-03-05,2023-06-03,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
269,MA09466,Nagpur Constituency,Nagpur,Maharashtra,1000000,500000.0,489500.15,sanctioned,270,2024-08-15,2025-05-12,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,False
270,UT10307,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,1000000.0,867431.87,sanctioned,365,2024-06-14,2025-06-14,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
271,RA09858,Jodhpur Constituency,Jodhpur,Rajasthan,2000000,1000000.0,961221.75,sanctioned,180,2023-05-21,2023-11-17,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
272,KE09936,Ernakulam Constituency,Ernakulam,Kerala,750000,0.0,0.0,recommended,545,2023-12-15,2025-06-12,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
273,MA09556,Pune Constituency,Pune,Maharashtra,750000,750000.0,614778.66,completed,365,2023-11-06,2024-11-05,2024-10-28,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
274,BI09528,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,300000.0,191093.41,ongoing,90,2024-04-12,2024-07-11,,Jal Nigam,irrigation,65.7,synthetic,sample_projects_synthetic.csv,False
275,RA10263,Jodhpur Constituency,Jodhpur,Rajasthan,750000,375000.0,169130.86,sanctioned,730,2023-10-18,2025-10-17,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
276,WE09546,Kolkata Constituency,Kolkata,West Bengal,750000,750000.0,435501.86,sanctioned,365,2023-11-10,2024-11-09,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
277,UT10350,Lucknow Constituency,Lucknow,Uttar Pradesh,750000,375000.0,258750.0,sanctioned,90,2023-05-04,2023-08-02,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
278,KE09979,Kozhikode Constituency,Kozhikode,Kerala,1000000,0.0,0.0,recommended,90,2023-11-12,2024-02-10,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
280,TA09199,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,250000.0,218017.23,sanctioned,365,2023-01-13,2024-01-13,,PWD,road,,synthetic,sample_projects_synthetic.csv,False
281,AN09754,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,488232.31,ongoing,365,2023-03-27,2024-03-26,,Zilla Parishad,drinking water,60.2,synthetic,sample_projects_synthetic.csv,False
282,UT09339,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,1000000.0,571670.18,stalled,730,2023-05-07,2025-05-06,,Jal Nigam,irrigation,90.8,synthetic,sample_projects_synthetic.csv,False
283,KA09162,Belagavi Constituency,Belagavi,Karnataka,500000,350000.0,213500.0,sanctioned,270,2023-08-20,2024-05-16,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,True
285,KA09368,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,484591.71,stalled,90,2023-12-05,2024-03-04,,Rural Dev Dept,drinking water,21.0,synthetic,sample_projects_synthetic.csv,False
286,BI09050,Gaya Constituency,Gaya,Bihar,1000000,1000000.0,755822.74,sanctioned,365,2024-01-22,2025-01-21,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
287,MA10362,Nagpur Constituency,Nagpur,Maharashtra,200000,0.0,0.0,recommended,90,2023-06-27,2023-09-25,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
288,UT09439,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,750000.0,656064.07,stalled,365,2023-07-30,2024-07-29,,PWD,drinking water,69.7,synthetic,sample_projects_synthetic.csv,False
289,AN09536,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,500000,250000.0,123281.6,completed,180,2024-10-28,2025-04-26,2025-10-24,PWD,school,100.0,synthetic,sample_projects_synthetic.csv,False
290,KA10264,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,250000.0,171760.09,ongoing,365,2024-02-14,2025-02-13,,Zilla Parishad,electricity,52.7,synthetic,sample_projects_synthetic.csv,False
291,UT09913,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1500000,750000.0,407112.01,completed,545,2023-01-28,2024-07-26,2024-11-11,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv,False
292,TA10240,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,500000.0,445527.65,stalled,90,2024-07-19,2024-10-17,,Jal Nigam,drinking water,23.3,synthetic,sample_projects_synthetic.csv,False
294,BI09902,Gaya Constituency,Gaya,Bihar,300000,300000.0,145800.73,sanctioned,365,2024-08-18,2025-08-18,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,False
