Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,drop_reason,released_amount_imputed,flag_reason
1811,AN10562,Krishna Constituency,Krishna,Andhra Pradesh,300000,300000.0,683483.41,stalled,90,2024-02-11,2024-05-11,,Zilla Parishad,community hall,18.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1812,KA10553,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,894689.35,completed,365,2023-10-13,2024-10-12,2024-09-21,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1817,TA10758,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,0.0,0.0,recommended,730,2023-01-06,2025-01-05,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1818,BI10612,Patna Constituency,Patna,Bihar,300000,150000.0,131369.19,ongoing,730,2023-12-02,2025-12-01,,PWD,drinking water,17.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1827,WE10598,Kolkata Constituency,Kolkata,West Bengal,500000,500000.0,416773.74,sanctioned,730,2024-04-18,2026-04-18,,PWD,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1839,UT10605,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,0.0,0.0,recommended,365,2024-05-07,2025-05-07,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1844,WE10565,Howrah Constituency,Howrah,West Bengal,300000,300000.0,286688.88,sanctioned,180,2023-04-11,2023-10-08,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1848,TA10666,Chennai Constituency,Chennai,Tamil Nadu,200000,200000.0,145956.36,completed,90,2023-12-16,2024-03-15,2024-04-14,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1853,BI10724,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,0.0,309197.03,stalled,270,2024-01-10,2024-10-06,,Rural Dev Dept,sanitation,86.0,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1866,KA10681,Mysuru Constituency,Mysuru,Karnataka,2000000,0.0,538283.62,ongoing,365,2024-01-24,2025-01-23,,Jal Nigam,electricity,45.1,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1876,UT10749,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,100000.0,176092.37,stalled,365,2023-12-30,2024-12-29,,Jal Nigam,drinking water,71.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1879,TA10775,Madurai Constituency,Madurai,Tamil Nadu,2000000,2000000.0,1079852.16,stalled,270,2023-08-14,2024-05-10,,PWD,road,78.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1887,AN10645,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,1077033.2,sanctioned,545,2023-04-08,2024-10-04,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1890,KA10659,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,1422427.07,completed,90,2023-04-16,2023-07-15,2023-11-22,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1897,BI10566,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,1234946.69,recommended,365,2023-09-04,2024-09-03,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1902,KA10623,Belagavi Constituency,Belagavi,Karnataka,200000,100000.0,58751.96,completed,545,2023-06-07,2024-12-03,2025-04-22,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1911,TA10737,Chennai Constituency,Chennai,Tamil Nadu,500000,500000.0,319133.82,completed,365,2023-01-22,2024-01-22,2024-05-16,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1912,UT10712,Varanasi Constituency,Varanasi,Uttar Pradesh,200000,200000.0,119259.75,completed,180,2024-11-02,2025-05-01,2025-04-07,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1916,WE10709,Kolkata Constituency,Kolkata,West Bengal,500000,500000.0,825093.21,stalled,365,2023-04-13,2024-04-12,,PWD,drinking water,18.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1922,KA10759,Belagavi Constituency,Belagavi,Karnataka,1000000,500000.0,225236.78,stalled,180,2024-02-14,2024-08-12,,Jal Nigam,electricity,13.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1927,KA10711,Belagavi Constituency,Belagavi,Karnataka,750000,375000.0,1023028.04,sanctioned,270,2023-01-03,2023-09-30,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1928,UT10605,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,0.0,1000.0,recommended,365,2024-05-07,2025-05-07,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1932,RA10651,Jodhpur Constituency,Jodhpur,Rajasthan,750000,750000.0,639540.74,ongoing,730,2024-04-23,2026-04-23,,Rural Dev Dept,road,76.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1934,KA10552,Belagavi Constituency,Belagavi,Karnataka,750000,0.0,0.0,recommended,545,2023-10-04,2025-04-01,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1939,RA10651,Jodhpur Constituency,Jodhpur,Rajasthan,750000,750000.0,356051.23,ongoing,730,2024-04-23,2026-04-23,,Rural Dev Dept,road,76.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1944,BI10596,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,300000.0,397824.42,sanctioned,545,2023-03-10,2024-09-05,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1949,MA10582,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,1211927.37,stalled,270,2024-02-11,2024-11-07,,Zilla Parishad,school,39.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1954,BI10696,Gaya Constituency,Gaya,Bihar,750000,750000.0,593901.16,ongoing,180,2023-10-14,2024-04-11,,Rural Dev Dept,community hall,70.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1956,BI10773,Patna Constituency,Patna,Bihar,750000,0.0,1313925.43,recommended,545,2024-01-19,2025-07-17,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1962,UT10585,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,0.0,1000.0,recommended,90,2023-04-19,2023-07-18,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1968,KA10727,Belagavi Constituency,Belagavi,Karnataka,1500000,1500000.0,1119390.9,ongoing,365,2024-01-04,2025-01-03,,Jal Nigam,drinking water,64.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1975,UT10675,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,0.0,1000.0,recommended,90,2024-10-21,2025-01-19,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1983,AN10577,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,750000.0,515252.72,stalled,270,2023-07-21,2024-04-16,,Zilla Parishad,electricity,83.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1984,KA10619,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,750000.0,404578.55,ongoing,270,2023-05-05,2024-01-30,,Rural Dev Dept,community hall,55.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1986,RA10563,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,1500000.0,2236613.72,completed,545,2024-09-10,2026-03-09,2026-06-17,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1997,WE10680,Kolkata Constituency,Kolkata,West Bengal,300000,300000.0,437584.72,completed,545,2024-11-25,2026-05-24,2026-08-05,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
